beatid;melid;chord;Root_pitch;chord_info;chord_map;triad;added_note
71283;231;F7;F;7;7;M;m7
71285;231;Bbj7;A#;j7;j7;M;j7
71287;231;G7;G;7;7;M;m7
71289;231;C-7;C;-7;-7;-;m7
71291;231;F7;F;7;7;M;m7
71293;231;Bbj7;A#;j7;j7;M;j7
71295;231;G7;G;7;7;M;m7
71297;231;C-7;C;-7;-7;-;m7
71299;231;F7;F;7;7;M;m7
71301;231;F-7;F;-7;-7;-;m7
71303;231;Bb7;A#;7;7;M;m7
71305;231;Ebj7;D#;j7;j7;M;j7
71307;231;Eb-6;D#;-6;-6;-;6
71309;231;Bbj7;A#;j7;j7;M;j7
71311;231;G7;G;7;7;M;m7
71313;231;Bbj7;A#;j7;j7;M;j7
71317;231;D7;D;7;7;M;m7
71321;231;D7;D;7;7;M;m7
71325;231;G7;G;7;7;M;m7
71329;231;G7;G;7;7;M;m7
71333;231;C7;C;7;7;M;m7
71337;231;C7;C;7;7;M;m7
71341;231;F7;F;7;7;M;m7
71345;231;F7;F;7;7;M;m7
71349;231;Bbj7;A#;j7;j7;M;j7
71351;231;G7;G;7;7;M;m7
71353;231;C-7;C;-7;-7;-;m7
71355;231;F7;F;7;7;M;m7
71357;231;Bbj7;A#;j7;j7;M;j7
71359;231;G7;G;7;7;M;m7
71361;231;C-7;C;-7;-7;-;m7
71363;231;F7;F;7;7;M;m7
71365;231;F-7;F;-7;-7;-;m7
71367;231;Bb7;A#;7;7;M;m7
71369;231;Ebj7;D#;j7;j7;M;j7
71371;231;Eb-6;D#;-6;-6;-;6
71373;231;Bbj7;A#;j7;j7;M;j7
71375;231;G7;G;7;7;M;m7
71377;231;C-7;C;-7;-7;-;m7
71379;231;F7;F;7;7;M;m7
71381;231;Bbj7;A#;j7;j7;M;j7
71383;231;G7;G;7;7;M;m7
71385;231;C-7;C;-7;-7;-;m7
71387;231;F7;F;7;7;M;m7
71389;231;Bbj7;A#;j7;j7;M;j7
71391;231;G7;G;7;7;M;m7
71393;231;C-7;C;-7;-7;-;m7
71395;231;F7;F;7;7;M;m7
71397;231;F-7;F;-7;-7;-;m7
71399;231;Bb7;A#;7;7;M;m7
71401;231;Ebj7;D#;j7;j7;M;j7
71403;231;Eb-6;D#;-6;-6;-;6
71405;231;Bbj7;A#;j7;j7;M;j7
71407;231;G7;G;7;7;M;m7
71409;231;Bbj7;A#;j7;j7;M;j7
71413;231;Bbj7;A#;j7;j7;M;j7
71415;231;G7;G;7;7;M;m7
71417;231;C-7;C;-7;-7;-;m7
71419;231;F7;F;7;7;M;m7
71421;231;Bbj7;A#;j7;j7;M;j7
71423;231;G7;G;7;7;M;m7
71425;231;C-7;C;-7;-7;-;m7
71427;231;F7;F;7;7;M;m7
71429;231;F-7;F;-7;-7;-;m7
71431;231;Bb7;A#;7;7;M;m7
71433;231;Ebj7;D#;j7;j7;M;j7
71435;231;Eb-6;D#;-6;-6;-;6
71437;231;Bbj7;A#;j7;j7;M;j7
71439;231;G7;G;7;7;M;m7
71441;231;Bbj7;A#;j7;j7;M;j7
71445;231;D7;D;7;7;M;m7
71449;231;D7;D;7;7;M;m7
71453;231;G7;G;7;7;M;m7
71457;231;G7;G;7;7;M;m7
71461;231;C7;C;7;7;M;m7
71465;231;C7;C;7;7;M;m7
71469;231;F7;F;7;7;M;m7
71473;231;F7;F;7;7;M;m7
71477;231;Bbj7;A#;j7;j7;M;j7
71479;231;G7;G;7;7;M;m7
71481;231;C-7;C;-7;-7;-;m7
71483;231;F7;F;7;7;M;m7
71485;231;Bbj7;A#;j7;j7;M;j7
71487;231;G7;G;7;7;M;m7
71489;231;C-7;C;-7;-7;-;m7
71491;231;F7;F;7;7;M;m7
71493;231;F-7;F;-7;-7;-;m7
71495;231;Bb7;A#;7;7;M;m7
71497;231;Ebj7;D#;j7;j7;M;j7
71499;231;Eb-6;D#;-6;-6;-;6
71501;231;Bbj7;A#;j7;j7;M;j7
71503;231;G7;G;7;7;M;m7
71505;231;C-7;C;-7;-7;-;m7
71507;231;F7;F;7;7;M;m7
71509;231;Bbj7;A#;j7;j7;M;j7
71511;231;G7;G;7;7;M;m7
71513;231;C-7;C;-7;-7;-;m7
71515;231;F7;F;7;7;M;m7
71517;231;Bbj7;A#;j7;j7;M;j7
71519;231;G7;G;7;7;M;m7
71521;231;C-7;C;-7;-7;-;m7
71523;231;F7;F;7;7;M;m7
71525;231;F-7;F;-7;-7;-;m7
71527;231;Bb7;A#;7;7;M;m7
71529;231;Ebj7;D#;j7;j7;M;j7
71531;231;Eb-6;D#;-6;-6;-;6
71533;231;Bbj7;A#;j7;j7;M;j7
71535;231;G7;G;7;7;M;m7
71537;231;C-7;C;-7;-7;-;m7
71539;231;F7;F;7;7;M;m7
71541;231;Bbj7;A#;j7;j7;M;j7
71543;231;G7;G;7;7;M;m7
71545;231;C-7;C;-7;-7;-;m7
71547;231;F7;F;7;7;M;m7
71549;231;Bbj7;A#;j7;j7;M;j7
71551;231;G7;G;7;7;M;m7
71553;231;C-7;C;-7;-7;-;m7
71555;231;F7;F;7;7;M;m7
71559;231;Bb7;A#;7;7;M;m7
71563;231;Eb-6;D#;-6;-6;-;6
71565;231;Bbj7;A#;j7;j7;M;j7
71567;231;G7;G;7;7;M;m7
71569;231;Bbj7;A#;j7;j7;M;j7
71573;231;D7;D;7;7;M;m7
71577;231;D7;D;7;7;M;m7
71581;231;G7;G;7;7;M;m7
71585;231;G7;G;7;7;M;m7
71589;231;C7;C;7;7;M;m7
71593;231;C7;C;7;7;M;m7
71597;231;F7;F;7;7;M;m7
71601;231;F7;F;7;7;M;m7
71605;231;Bbj7;A#;j7;j7;M;j7
71607;231;G7;G;7;7;M;m7
71609;231;C-7;C;-7;-7;-;m7
71611;231;F7;F;7;7;M;m7
71613;231;Bbj7;A#;j7;j7;M;j7
71615;231;G7;G;7;7;M;m7
71617;231;C-7;C;-7;-7;-;m7
71619;231;F7;F;7;7;M;m7
71621;231;F-7;F;-7;-7;-;m7
71623;231;Bb7;A#;7;7;M;m7
71625;231;Ebj7;D#;j7;j7;M;j7
71627;231;Eb-6;D#;-6;-6;-;6
71629;231;Bbj7;A#;j7;j7;M;j7
71631;231;G7;G;7;7;M;m7
71633;231;C-7;C;-7;-7;-;m7
71635;231;F7;F;7;7;M;m7
71637;231;Bbj7;A#;j7;j7;M;j7
71639;231;G7;G;7;7;M;m7
71641;231;C-7;C;-7;-7;-;m7
71643;231;F7;F;7;7;M;m7
71645;231;Bbj7;A#;j7;j7;M;j7
71647;231;G7;G;7;7;M;m7
71649;231;C-7;C;-7;-7;-;m7
71651;231;F7;F;7;7;M;m7
71653;231;F-7;F;-7;-7;-;m7
71655;231;Bb7;A#;7;7;M;m7
71657;231;Ebj7;D#;j7;j7;M;j7
71659;231;Eb-6;D#;-6;-6;-;6
71661;231;Bbj7;A#;j7;j7;M;j7
71663;231;G7;G;7;7;M;m7
71665;231;C-7;C;-7;-7;-;m7
71667;231;F7;F;7;7;M;m7
71669;231;Bbj7;A#;j7;j7;M;j7
71671;231;G7;G;7;7;M;m7
71673;231;C-7;C;-7;-7;-;m7
71675;231;F7;F;7;7;M;m7
71677;231;Bbj7;A#;j7;j7;M;j7
71679;231;G7;G;7;7;M;m7
71681;231;C-7;C;-7;-7;-;m7
71683;231;F7;F;7;7;M;m7
71685;231;F-7;F;-7;-7;-;m7
71687;231;Bb7;A#;7;7;M;m7
71689;231;Ebj7;D#;j7;j7;M;j7
71691;231;Eb-6;D#;-6;-6;-;6
71693;231;Bbj7;A#;j7;j7;M;j7
71695;231;G7;G;7;7;M;m7
71697;231;Bbj7;A#;j7;j7;M;j7
71701;231;D7;D;7;7;M;m7
71705;231;D7;D;7;7;M;m7
71709;231;G7;G;7;7;M;m7
71713;231;G7;G;7;7;M;m7
71717;231;C7;C;7;7;M;m7
71721;231;C7;C;7;7;M;m7
71725;231;F7;F;7;7;M;m7
71729;231;F7;F;7;7;M;m7
71733;231;Bbj7;A#;j7;j7;M;j7
71735;231;G7;G;7;7;M;m7
71737;231;C-7;C;-7;-7;-;m7
71739;231;F7;F;7;7;M;m7
71741;231;Bbj7;A#;j7;j7;M;j7
71743;231;G7;G;7;7;M;m7
71745;231;C-7;C;-7;-7;-;m7
71747;231;F7;F;7;7;M;m7
71749;231;F-7;F;-7;-7;-;m7
71751;231;Bb7;A#;7;7;M;m7
71753;231;Ebj7;D#;j7;j7;M;j7
71755;231;Eb-6;D#;-6;-6;-;6
71757;231;Bbj7;A#;j7;j7;M;j7
71759;231;G7;G;7;7;M;m7
71761;231;C-7;C;-7;-7;-;m7
71763;231;F7;F;7;7;M;m7
71765;231;Bbj7;A#;j7;j7;M;j7
71767;231;G7;G;7;7;M;m7
71769;231;C-7;C;-7;-7;-;m7
71771;231;F7;F;7;7;M;m7
71773;232;NC;N;No Chord;C;none;none
71777;232;Ebj7;D#;j7;j7;M;j7
71781;232;Gm7b5;G;m7b5;-7b5;half;m7
71783;232;C7;C;7;7;M;m7
71785;232;F-7;F;-7;-7;-;m7
71789;232;Db7;C#;7;7;M;m7
71793;232;Ab-7;G#;-7;-7;-;m7
71795;232;Db7;C#;7;7;M;m7
71796;232;Do;D;o;o;o;none
71797;232;Ebj7;D#;j7;j7;M;j7
71799;232;G7;G;7;7;M;m7
71800;232;C7;C;7;7;M;m7
71801;232;F7;F;7;7;M;m7
71803;232;Bb7;A#;7;7;M;m7
71805;232;G-7;G;-7;-7;-;m7
71806;232;C7;C;7;7;M;m7
71807;232;F-7;F;-7;-7;-;m7
71808;232;Bb7;A#;7;7;M;m7
71809;232;Ebj7;D#;j7;j7;M;j7
71813;232;Gm7b5;G;m7b5;-7b5;half;m7
71815;232;C7;C;7;7;M;m7
71817;232;F-7;F;-7;-7;-;m7
71821;232;Db7;C#;7;7;M;m7
71825;232;Ab-7;G#;-7;-7;-;m7
71827;232;Db7;C#;7;7;M;m7
71828;232;Do;D;o;o;o;none
71829;232;Ebj7;D#;j7;j7;M;j7
71831;232;G7;G;7;7;M;m7
71832;232;C7;C;7;7;M;m7
71833;232;F7;F;7;7;M;m7
71835;232;Bb7;A#;7;7;M;m7
71837;232;Ebj7;D#;j7;j7;M;j7
71839;232;Am7b5;A;m7b5;-7b5;half;m7
71840;232;D7;D;7;7;M;m7
71841;232;G-7;G;-7;-7;-;m7
71845;232;Am7b5;A;m7b5;-7b5;half;m7
71847;232;D7;D;7;7;M;m7
71849;232;G-7;G;-7;-7;-;m7
71853;232;C7;C;7;7;M;m7
71855;232;B7;B;7;7;M;m7
71857;232;Bbj7;A#;j7;j7;M;j7
71859;232;G-7;G;-7;-7;-;m7
71861;232;Cm7b5;C;m7b5;-7b5;half;m7
71863;232;F7;F;7;7;M;m7
71865;232;F-7/Bb;F;-7/Bb;-7;-;m7
71867;232;Bbo;A#;o;o;o;none
71869;232;B7;B;7;7;M;m7
71871;232;Bb7;A#;7;7;M;m7
71872;232;E7;E;7;7;M;m7
71873;232;Ebj7;D#;j7;j7;M;j7
71877;232;Gm7b5;G;m7b5;-7b5;half;m7
71879;232;C7;C;7;7;M;m7
71881;232;F-7;F;-7;-7;-;m7
71885;232;Db7;C#;7;7;M;m7
71889;232;Ab-7;G#;-7;-7;-;m7
71891;232;Db7;C#;7;7;M;m7
71892;232;Do;D;o;o;o;none
71893;232;Ebj7;D#;j7;j7;M;j7
71895;232;G7;G;7;7;M;m7
71896;232;C7;C;7;7;M;m7
71897;232;F7;F;7;7;M;m7
71899;232;Bb7;A#;7;7;M;m7
71901;232;Ebj7;D#;j7;j7;M;j7
71905;232;Ebj7;D#;j7;j7;M;j7
71907;233;D-7;D;-7;-7;-;m7
71939;233;D-7;D;-7;-7;-;m7
71971;233;Eb-7;D#;-7;-7;-;m7
72003;233;D-7;D;-7;-7;-;m7
72035;233;D-7;D;-7;-7;-;m7
72067;233;D-7;D;-7;-7;-;m7
72099;233;Eb-7;D#;-7;-7;-;m7
72131;233;D-7;D;-7;-7;-;m7
72165;234;Bb7;A#;7;7;M;m7
72166;234;NC;N;No Chord;C;none;none
72167;234;NC;N;No Chord;C;none;none
72168;234;NC;N;No Chord;C;none;none
72169;234;Eb7;D#;7;7;M;m7
72173;234;Bb7;A#;7;7;M;m7
72177;234;Bb7;A#;7;7;M;m7
72181;234;Eb7;D#;7;7;M;m7
72185;234;Eb7;D#;7;7;M;m7
72189;234;Bb7;A#;7;7;M;m7
72193;234;D-7;D;-7;-7;-;m7
72195;234;G7;G;7;7;M;m7
72197;234;C-7;C;-7;-7;-;m7
72201;234;F7;F;7;7;M;m7
72205;234;Bb7;A#;7;7;M;m7
72209;234;C-7;C;-7;-7;-;m7
72211;234;F7;F;7;7;M;m7
72213;234;Bb7;A#;7;7;M;m7
72217;234;Eb7;D#;7;7;M;m7
72221;234;Bb7;A#;7;7;M;m7
72229;234;Eb7;D#;7;7;M;m7
72233;234;Eb7;D#;7;7;M;m7
72237;234;Bb7;A#;7;7;M;m7
72241;234;D-7;D;-7;-7;-;m7
72243;234;G7;G;7;7;M;m7
72245;234;C-7;C;-7;-7;-;m7
72249;234;F7;F;7;7;M;m7
72253;234;Bb7;A#;7;7;M;m7
72257;234;C-7;C;-7;-7;-;m7
72259;234;F7;F;7;7;M;m7
72261;234;Bb7;A#;7;7;M;m7
72265;234;Eb7;D#;7;7;M;m7
72269;234;Bb7;A#;7;7;M;m7
72277;234;Eb7;D#;7;7;M;m7
72285;234;Bb7;A#;7;7;M;m7
72289;234;D-7;D;-7;-7;-;m7
72291;234;G7;G;7;7;M;m7
72293;234;C-7;C;-7;-7;-;m7
72297;234;F7;F;7;7;M;m7
72301;234;Bb7;A#;7;7;M;m7
72305;234;C-7;C;-7;-7;-;m7
72307;234;F7;F;7;7;M;m7
72309;234;Bb7;A#;7;7;M;m7
72313;234;Eb7;D#;7;7;M;m7
72317;234;Bb7;A#;7;7;M;m7
72325;234;Eb7;D#;7;7;M;m7
72329;234;Cm7b5;C;m7b5;-7b5;half;m7
72331;234;F79b;F;79b;7;M;m7
72333;234;Bb7;A#;7;7;M;m7
72337;234;D-7;D;-7;-7;-;m7
72339;234;G7;G;7;7;M;m7
72341;234;C-7;C;-7;-7;-;m7
72345;234;F7;F;7;7;M;m7
72349;234;Bb7;A#;7;7;M;m7
72353;234;C-7;C;-7;-7;-;m7
72355;234;F7;F;7;7;M;m7
72357;234;Bb7;A#;7;7;M;m7
72361;234;Eb7;D#;7;7;M;m7
72365;234;Bb7;A#;7;7;M;m7
72373;234;Eb7;D#;7;7;M;m7
72381;234;Bb7;A#;7;7;M;m7
72385;234;D-7;D;-7;-7;-;m7
72387;234;G7;G;7;7;M;m7
72389;234;C-7;C;-7;-7;-;m7
72393;234;F7;F;7;7;M;m7
72397;234;Bb7;A#;7;7;M;m7
72401;234;C-7;C;-7;-7;-;m7
72403;234;F7;F;7;7;M;m7
72405;234;Bb7;A#;7;7;M;m7
72409;234;Eb7;D#;7;7;M;m7
72413;234;Bb7;A#;7;7;M;m7
72421;234;Eb7;D#;7;7;M;m7
72429;234;Bb7;A#;7;7;M;m7
72433;234;D-7;D;-7;-7;-;m7
72435;234;G7;G;7;7;M;m7
72437;234;C-7;C;-7;-7;-;m7
72441;234;F7;F;7;7;M;m7
72445;234;Bb7;A#;7;7;M;m7
72449;234;C-7;C;-7;-7;-;m7
72451;234;F7;F;7;7;M;m7
72453;234;Bb7;A#;7;7;M;m7
72457;234;Eb7;D#;7;7;M;m7
72461;234;Bb7;A#;7;7;M;m7
72469;234;Eb7;D#;7;7;M;m7
72477;234;Bb7;A#;7;7;M;m7
72481;234;F-7;F;-7;-7;-;m7
72483;234;G7;G;7;7;M;m7
72485;234;C-7;C;-7;-7;-;m7
72489;234;F7;F;7;7;M;m7
72493;234;Bb7;A#;7;7;M;m7
72497;234;C-7;C;-7;-7;-;m7
72499;234;F7;F;7;7;M;m7
72501;234;Bb7;A#;7;7;M;m7
72505;235;NC;N;No Chord;C;none;none
72506;235;Eb;D#;;;M;none
72508;235;C7;C;7;7;M;m7
72510;235;F7;F;7;7;M;m7
72512;235;Bb7;A#;7;7;M;m7
72514;235;Eb;D#;;;M;none
72516;235;C7;C;7;7;M;m7
72518;235;F7;F;7;7;M;m7
72520;235;Bb7;A#;7;7;M;m7
72522;235;Eb;D#;;;M;none
72528;235;C7;C;7;7;M;m7
72530;235;F7;F;7;7;M;m7
72534;235;Bb7;A#;7;7;M;m7
72538;235;Eb;D#;;;M;none
72540;235;C7;C;7;7;M;m7
72542;235;F7;F;7;7;M;m7
72544;235;Bb7;A#;7;7;M;m7
72546;235;C-;C;-;-;-;none
72548;235;B-;B;-;-;-;none
72549;235;Bb;A#;;;M;none
72550;235;A;A;;;M;none
72552;235;D7;D;7;7;M;m7
72554;235;Eb;D#;;;M;none
72556;235;C7;C;7;7;M;m7
72558;235;F7;F;7;7;M;m7
72560;235;Bb7;A#;7;7;M;m7
72562;235;Eb;D#;;;M;none
72570;235;Eb;D#;;;M;none
72571;236;NC;N;No Chord;C;none;none
72575;236;Eb7;D#;7;7;M;m7
72583;236;Ab;G#;;;M;none
72591;236;Eb7;D#;7;7;M;m7
72593;236;F-7;F;-7;-7;-;m7
72595;236;Co;C;o;o;o;none
72597;236;Eb7;D#;7;7;M;m7
72599;236;Ab7;G#;7;7;M;m7
72601;236;Db6;C#;6;6;M;6
72603;236;Do;D;o;o;o;none
72605;236;Ab;G#;;;M;none
72607;236;Eb7;D#;7;7;M;m7
72615;236;Ab;G#;;;M;none
72619;236;Ab7;G#;7;7;M;m7
72623;236;Db;C#;;;M;none
72625;236;Fo;F;o;o;o;none
72627;236;Ab;G#;;;M;none
72629;236;F7;F;7;7;M;m7
72631;236;Bb7;A#;7;7;M;m7
72633;236;Eb7;D#;7;7;M;m7
72635;236;Ab;G#;;;M;none
72637;236;F7;F;7;7;M;m7
72639;236;Bb7;A#;7;7;M;m7
72641;236;Eb7;D#;7;7;M;m7
72643;236;Ab;G#;;;M;none
72649;237;NC;N;No Chord;C;none;none
72657;237;Eb;D#;;;M;none
72681;237;Bb7;A#;7;7;M;m7
72689;237;Bb7;A#;7;7;M;m7
72713;237;Eb;D#;;;M;none
72721;237;Eb;D#;;;M;none
72737;237;Eb7;D#;7;7;M;m7
72745;237;Ab;G#;;;M;none
72753;237;Ab;G#;;;M;none
72757;237;Ao;A;o;o;o;none
72761;237;Eb;D#;;;M;none
72765;237;C7;C;7;7;M;m7
72769;237;F7;F;7;7;M;m7
72773;237;Bb7;A#;7;7;M;m7
72777;237;Eb;D#;;;M;none
72779;238;Bb7;A#;7;7;M;m7
72783;238;Eb7;D#;7;7;M;m7
72787;238;Ab;G#;;;M;none
72793;238;Abo;G#;o;o;o;none
72795;238;Eb7;D#;7;7;M;m7
72803;238;Ab;G#;;;M;none
72811;238;Bb7;A#;7;7;M;m7
72815;238;Eb7;D#;7;7;M;m7
72819;238;Ab;G#;;;M;none
72827;238;F7;F;7;7;M;m7
72831;238;Bb-;A#;-;-;-;none
72835;238;Bb7;A#;7;7;M;m7
72837;238;Eb7;D#;7;7;M;m7
72839;238;Ab;G#;;;M;none
72843;238;NC;N;No Chord;C;none;none
72844;239;NC;N;No Chord;C;none;none
72846;239;Eb;D#;;;M;none
72850;239;Bb+7;A#;+7;+7;+;m7
72854;239;Eb;D#;;;M;none
72858;239;Do;D;o;o;o;none
72862;239;Eb7;D#;7;7;M;m7
72866;239;Ab7;G#;7;7;M;m7
72870;239;F-7;F;-7;-7;-;m7
72874;239;Bb7;A#;7;7;M;m7
72878;239;Bb7;A#;7;7;M;m7
72886;239;Eb;D#;;;M;none
72890;239;C7;C;7;7;M;m7
72894;239;F7;F;7;7;M;m7
72902;239;Bb7;A#;7;7;M;m7
72910;239;NC;N;No Chord;C;none;none
72915;240;NC;N;No Chord;C;none;none
72916;240;C;C;;;M;none
72924;240;E7;E;7;7;M;m7
72932;240;A-;A;-;-;-;none
72940;240;C7;C;7;7;M;m7
72948;240;F;F;;;M;none
72956;240;C;C;;;M;none
72960;240;A7;A;7;7;M;m7
72964;240;D7;D;7;7;M;m7
72972;240;G7;G;7;7;M;m7
72980;240;C;C;;;M;none
72988;240;E7;E;7;7;M;m7
72996;240;A-;A;-;-;-;none
73004;240;C7;C;7;7;M;m7
73012;240;F;F;;;M;none
73020;240;C;C;;;M;none
73024;240;A7;A;7;7;M;m7
73028;240;D7;D;7;7;M;m7
73032;240;G7;G;7;7;M;m7
73036;240;C;C;;;M;none
73044;241;A-7;A;-7;-7;-;m7
73046;241;D7;D;7;7;M;m7
73048;241;G;G;;;M;none
73050;241;E7;E;7;7;M;m7
73052;241;A-7;A;-7;-7;-;m7
73054;241;D7;D;7;7;M;m7
73056;241;D-7;D;-7;-7;-;m7
73058;241;G7;G;7;7;M;m7
73060;241;C;C;;;M;none
73062;241;F7;F;7;7;M;m7
73064;241;Bb;A#;;;M;none
73066;241;Bb-7;A#;-7;-7;-;m7
73067;241;Eb7;D#;7;7;M;m7
73068;241;A-7;A;-7;-7;-;m7
73070;241;D7;D;7;7;M;m7
73072;241;G;G;;;M;none
73074;241;C;C;;;M;none
73076;241;A-7;A;-7;-7;-;m7
73078;241;D7;D;7;7;M;m7
73080;241;G;G;;;M;none
73082;241;E7;E;7;7;M;m7
73084;241;A-7;A;-7;-7;-;m7
73086;241;D7;D;7;7;M;m7
73088;241;D-7;D;-7;-7;-;m7
73090;241;G7;G;7;7;M;m7
73092;241;Cj7;C;j7;j7;M;j7
73094;241;F7;F;7;7;M;m7
73096;241;Bb;A#;;;M;none
73098;241;Bb-7;A#;-7;-7;-;m7
73099;241;Eb7;D#;7;7;M;m7
73100;241;A-7;A;-7;-7;-;m7
73102;241;D7;D;7;7;M;m7
73104;241;G;G;;;M;none
73106;241;C;C;;;M;none
73108;241;D-7;D;-7;-7;-;m7
73110;241;G7;G;7;7;M;m7
73112;241;Cj7;C;j7;j7;M;j7
73114;241;A7;A;7;7;M;m7
73116;241;D-7;D;-7;-7;-;m7
73118;241;G7;G;7;7;M;m7
73120;241;Cj7;C;j7;j7;M;j7
73124;241;C-7;C;-7;-7;-;m7
73126;241;F7;F;7;7;M;m7
73128;241;Bb;A#;;;M;none
73132;241;A-7;A;-7;-7;-;m7
73134;241;D7;D;7;7;M;m7
73136;241;B-7;B;-7;-7;-;m7
73138;241;E7;E;7;7;M;m7
73140;241;A-7;A;-7;-7;-;m7
73142;241;D7;D;7;7;M;m7
73144;241;G;G;;;M;none
73146;241;E7;E;7;7;M;m7
73148;241;A-;A;-;-;-;none
73150;241;D7;D;7;7;M;m7
73152;241;D-7;D;-7;-7;-;m7
73154;241;G7;G;7;7;M;m7
73156;241;C;C;;;M;none
73158;241;F7;F;7;7;M;m7
73160;241;Bb;A#;;;M;none
73162;241;Bb-7;A#;-7;-7;-;m7
73163;241;Eb7;D#;7;7;M;m7
73164;241;A-7;A;-7;-7;-;m7
73166;241;D7;D;7;7;M;m7
73168;241;G;G;;;M;none
73170;241;C;C;;;M;none
73172;241;NC;N;No Chord;C;none;none
73176;242;NC;N;No Chord;C;none;none
73179;242;Eb7;D#;7;7;M;m7
73195;242;Ab7;G#;7;7;M;m7
73203;242;Eb7;D#;7;7;M;m7
73207;242;F7;F;7;7;M;m7
73211;242;Bb7;A#;7;7;M;m7
73215;242;Ab7;G#;7;7;M;m7
73219;242;Eb7;D#;7;7;M;m7
73227;242;Eb7;D#;7;7;M;m7
73243;242;Ab7;G#;7;7;M;m7
73251;242;Eb7;D#;7;7;M;m7
73259;242;Bb7;A#;7;7;M;m7
73263;242;Ab7;G#;7;7;M;m7
73267;242;Eb7;D#;7;7;M;m7
73275;242;Eb7;D#;7;7;M;m7
73277;243;Eb7;D#;7;7;M;m7
73285;243;Eb7;D#;7;7;M;m7
73289;243;Ab7;G#;7;7;M;m7
73293;243;Eb7;D#;7;7;M;m7
73301;243;Ab7;G#;7;7;M;m7
73309;243;Eb7;D#;7;7;M;m7
73313;243;C7;C;7;7;M;m7
73317;243;F-7;F;-7;-7;-;m7
73321;243;Bb7;A#;7;7;M;m7
73325;243;Eb7;D#;7;7;M;m7
73329;243;Bb7;A#;7;7;M;m7
73333;243;Eb7;D#;7;7;M;m7
73337;243;Ab7;G#;7;7;M;m7
73341;243;Eb7;D#;7;7;M;m7
73349;243;Ab7;G#;7;7;M;m7
73357;243;Eb7;D#;7;7;M;m7
73361;243;C7;C;7;7;M;m7
73365;243;F-7;F;-7;-7;-;m7
73369;243;Bb7;A#;7;7;M;m7
73373;243;Eb7;D#;7;7;M;m7
73377;243;Bb7;A#;7;7;M;m7
73381;243;Eb7;D#;7;7;M;m7
73385;243;Ab7;G#;7;7;M;m7
73389;243;Eb7;D#;7;7;M;m7
73397;243;Ab7;G#;7;7;M;m7
73405;243;Eb7;D#;7;7;M;m7
73409;243;C7;C;7;7;M;m7
73413;243;F-7;F;-7;-7;-;m7
73417;243;Bb7;A#;7;7;M;m7
73421;243;Eb7;D#;7;7;M;m7
73429;243;Eb7;D#;7;7;M;m7
73433;243;Ab7;G#;7;7;M;m7
73437;243;Eb7;D#;7;7;M;m7
73445;243;Ab7;G#;7;7;M;m7
73453;243;Eb7;D#;7;7;M;m7
73457;243;C7;C;7;7;M;m7
73461;243;F-7;F;-7;-7;-;m7
73465;243;Bb7;A#;7;7;M;m7
73469;243;Eb7;D#;7;7;M;m7
73473;243;Bb7;A#;7;7;M;m7
73477;243;Eb7;D#;7;7;M;m7
73481;243;Ab7;G#;7;7;M;m7
73485;243;Eb7;D#;7;7;M;m7
73493;243;Ab7;G#;7;7;M;m7
73501;243;Eb7;D#;7;7;M;m7
73505;243;C7;C;7;7;M;m7
73509;243;F-7;F;-7;-7;-;m7
73513;243;Bb7;A#;7;7;M;m7
73517;243;Eb7;D#;7;7;M;m7
73521;243;Bb7;A#;7;7;M;m7
73525;243;Eb7;D#;7;7;M;m7
73529;243;Ab7;G#;7;7;M;m7
73533;243;Eb7;D#;7;7;M;m7
73541;243;Ab7;G#;7;7;M;m7
73549;243;Eb7;D#;7;7;M;m7
73553;243;C7;C;7;7;M;m7
73557;243;F-7;F;-7;-7;-;m7
73561;243;Bb7;A#;7;7;M;m7
73565;243;Eb7;D#;7;7;M;m7
73569;243;Bb7;A#;7;7;M;m7
73576;244;Eb7;D#;7;7;M;m7
73580;244;Eb7;D#;7;7;M;m7
73596;244;Ab7;G#;7;7;M;m7
73600;244;Gb7911#;F#;7911#;7;M;m7
73604;244;F7;F;7;7;M;m7
73608;244;Bb7;A#;7;7;M;m7
73612;244;Eb7;D#;7;7;M;m7
73620;244;Ab7;G#;7;7;M;m7
73624;244;Ao;A;o;o;o;none
73628;244;G-7;G;-7;-7;-;m7
73630;244;C7;C;7;7;M;m7
73632;244;F-7;F;-7;-7;-;m7
73634;244;Bb7;A#;7;7;M;m7
73636;244;Eb7;D#;7;7;M;m7
73644;244;Eb7;D#;7;7;M;m7
73660;244;Ab7;G#;7;7;M;m7
73664;244;Gb7911#;F#;7911#;7;M;m7
73668;244;F7;F;7;7;M;m7
73672;244;Bb7;A#;7;7;M;m7
73676;244;Eb7;D#;7;7;M;m7
73684;244;Ab7;G#;7;7;M;m7
73688;244;Ao;A;o;o;o;none
73692;244;G-7;G;-7;-7;-;m7
73694;244;C7;C;7;7;M;m7
73696;244;F-7;F;-7;-7;-;m7
73698;244;Bb7;A#;7;7;M;m7
73700;244;Eb7;D#;7;7;M;m7
73708;244;Eb7;D#;7;7;M;m7
73724;244;Ab7;G#;7;7;M;m7
73728;244;Gb7911#;F#;7911#;7;M;m7
73732;244;F7;F;7;7;M;m7
73736;244;Bb7;A#;7;7;M;m7
73740;244;Eb7;D#;7;7;M;m7
73748;244;Ab7;G#;7;7;M;m7
